periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,() of pregnant women adolescents (10-19 years),adolescent pregnancy,estimated post abortion,prop of monthly anc visit by preg adolescent,adolescents (10-14 years) with  pregnancy,adolescent family planning uptake 10-14 yrs,adolescent family planning uptake 15-19 yrs,adolescents (15-19 years) with  pregnancy
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Rangwe Sub County,Kochia Ward,ODrYkIYLlui,Kochia Ward,KE_Ward_1240,,18.8,55,0,7,2,,62,53
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,West Pokot County,Pokot North Sub County,Kodich Ward,wVGyi6a7FKs,Kodich Ward,KE_Ward_652,,22.6,28,0,8,2,,12,26
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Koibatek Sub County,Koibatek Ward,NFMLHmkjDil,Koibatek Ward,KE_Ward_810,,29.8,42,0,12,,,2,42
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Kabondo Kasipul Sub County,Kojwach Ward,FdJzxSJbjk3,Kojwach Ward,KE_Ward_1229,,29.4,60,,22.2,2,103,204,58
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Kabondo Kasipul Sub County,Kokwanyo/Kakelo Ward,dPxooReTfTv,Kokwanyo/Kakelo Ward,KE_Ward_1228,,43,131,,14.2,13,15,104,118
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Kalama Sub County,Kola Ward,RWCExNJBqjw,Kola Ward,KE_Ward_404,,34.3,48,0,11.5,,,22,48
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,East Pokot Sub County,Kolowa Ward,LTWLjOZQMqk,Kolowa Ward,KE_Ward_782,,26,57,0,71.3,,,17,57
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Kisumu East Sub County,Kolwa Central Ward,ml7KNIMIuvz,Kolwa Central Ward,KE_Ward_1190,,9.7,29,0,7.9,,1,944,29
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,kQXcKGM8chb,Kolwa East Ward,KE_Ward_1187,,19.2,100,0,8.7,1,1,115,99
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi Central Sub County,Komarock Ward,I6S3XcUsF34,Komarock Ward,KE_Ward_1419,,7.5,88,,3.8,6,,11,82
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kiambu County,Githunguri Sub County,Komothai Ward,Tqs3YLWw30B,Komothai Ward,KE_Ward_581,,29.6,34,0,7.6,,,37,34
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Kisumu Central Sub County,Kondele Ward,pOsTvaq49pN,Kondele Ward,KE_Ward_1200,,9.6,73,8,2.1,,9,88,73
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Chepalungu Sub County,Kong'asis Ward,IBgG8lef22L,Kong'asis Ward,KE_Ward_971,,10.9,27,0,4.5,,,33,27
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Likuyani Sub County,Kongoni Ward,mluOaVta06m,Kongoni Ward,KE_Ward_999,,16.5,30,0,6.5,,,12,30
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Nyali Sub County,Kongowea Ward,LMCJ2zXfHyL,Kongowea Ward,KE_Ward_19,,1.9,5,,38.5,,,8,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,rGu0Fh2c3kI,Konyu Ward,KE_Ward_480,,1.8,1,0,0.72,,,3,1
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,TqSqq39Jbcz,Korogocho Ward,KE_Ward_1405,,12.5,69,0,21.3,,,88,69
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Wajir North Sub County,Korondile Ward,nbDWw7ouQOZ,Korondile Ward,KE_Ward_163,,11.5,7,0,7.1,,,,7
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Marsabit County,Laisamis Sub County,Korr/Ngurunit Ward,si4GkeAGSXo,Korr/Ngurunit Ward,KE_Ward_238,,6.6,17,0,5.3,,,,17
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nandi County,Chesumei Sub County,Kosirai Ward,k9ff5zzhfkX,Kosirai Ward,KE_Ward_766,,23.6,13,,6.8,,1,137,13
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Loima Sub County,Kotaruk/Lobei Ward,z3pqrBr5TyV,Kotaruk/Lobei Ward,KE_Ward_629,,34.5,68,0,22.1,6,18,3,62
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nandi County,Aldai Sub County,Koyo/Ndurio Ward,UBMIBBujflT,Koyo/Ndurio Ward,KE_Ward_760,,17.9,14,,11.2,,,9,14
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Matungu Sub County,Koyonzo Ward,gBgXSPT0eml,Koyonzo Ward,KE_Ward_1027,,15.3,31,0,7.2,,11,42,31
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kwale County,Matuga Sub County,Kubo South Ward,dQkHuP0kVjq,Kubo South Ward,KE_Ward_42,,39.7,56,,14,,,56,56
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Uasin Gishu County,Soy Sub County,Kuinet/Kapsuswa Ward,HglOFYGPmKB,Kuinet/Kapsuswa Ward,KE_Ward_707,,11.2,21,,4.3,1,,23,20
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kajiado County,Loitokitok Sub County,Kuku Ward,aLPl4YD1hzh,Kuku Ward,KE_Ward_933,,34.8,190,,12.3,9,5,165,181
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Kipkelion West Sub County,Kunyak Ward,phnXUDE38Bv,Kunyak Ward,KE_Ward_940,,25.3,20,0,12.4,,,9,20
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nandi County,Mosop Sub County,Kurgung/Surungai Ward,UDgBjC3Y1eU,Kurgung/Surungai Ward,KE_Ward_776,,7.2,5,,1.7,,,15,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mandera County,Kutulo Sub County,Kutulo Ward,J9PHxsmBzgD,Kutulo Ward,KE_Ward_207,,18.1,66,,11.2,,1,,66
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi South Sub County,Kwa Njenga Ward,XnWPNKPDxxo,Kwa Njenga Ward,KE_Ward_1407,,10.4,49,,12.7,,,3,49
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi South Sub County,Kwa Reuben Ward,HvcGWkiIxjp,Kwa Reuben Ward,KE_Ward_1408,,41,111,,92.5,,,16,111
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Migori County,Suna East Sub County,Kwa Ward,YKABD0bh2a7,Kwa Ward,KE_Ward_1272,,22.8,49,0,11.2,2,2,114,47
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Ndhiwa Sub County,Kwabwai Ward,Fsxrjp3QlVa,Kwabwai Ward,KE_Ward_1245,,36.9,150,,17.8,16,14,141,134
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Kitui West Sub County,Kwamutonga/Kithumula Ward,rWDqxS3mGCY,Kwamutonga/Kithumula Ward,KE_Ward_349,,36.9,24,0,13.6,,,7,24
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Trans Nzoia County,Kwanza Sub County,Kwanza Ward,PXmcdkpTB68,Kwanza Ward,KE_Ward_677,,50.7,260,0,26.7,5,1,143,255
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi South Sub County,Kware Ward,A1sIHVzJM77,Kware Ward,KE_Ward_1410,,13.1,16,,51.6,,13,1143,16
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Kitui Rural Sub County,Kwavonza/Yatta Ward,LHmp6sPE2w7,Kwavonza/Yatta Ward,KE_Ward_352,,29.8,56,0,25.3,4,,26,52
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Kitui Central Sub County,Kyangwithya East Ward,XCMLultdtNW,Kyangwithya East Ward,KE_Ward_358,,12.8,15,0,6.8,,,50,15
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Kitui Central Sub County,Kyangwithya West Ward,ENDuWpU74vp,Kyangwithya West Ward,KE_Ward_356,,19,15,0,6,,,28,15
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Matungulu Sub County,Kyeleni Ward,XgDHRzDJYER,Kyeleni Ward,KE_Ward_389,,23,14,,7.7,,,26,14
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Embu County,Runyenjes Sub County,Kyeni North Ward,QRBxWEQZUpe,Kyeni North Ward,KE_Ward_321,,11.7,13,,4.4,,,20,13
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Embu County,Runyenjes Sub County,Kyeni South Ward,hA5gPMwN9gK,Kyeni South Ward,KE_Ward_322,,12.9,20,,4.6,,,43,20
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Mwingi West Sub County,Kyome/Thaana Ward,tKZn1p295Nb,Kyome/Thaana Ward,KE_Ward_336,,30,27,0,10.5,1,,21,26
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Mwingi North Sub County,Kyuso Ward,WJLrTzwzXNb,Kyuso Ward,KE_Ward_332,,14.3,57,0,5.5,2,1,62,55
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Dadaab Sub County,Labisgale Ward,IqrzDYsRJpA,Labisgale Ward,KE_Ward_148,,0,0,,0,,,,
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mandera County,Lafey Sub County,Lafey Ward,LtPutnKuKqO,Lafey Ward,KE_Ward_218,,24.8,35,0,,,,,35
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Wajir South Sub County,Lagboghoi South Ward,feWwmqlVMEq,Lagboghoi South Ward,KE_Ward_188,,0,0,0,0,,,,
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mandera County,Mandera West Sub County,Lagsure Ward,rBlQZ6By4ru,Lagsure Ward,KE_Ward_193,,15.2,5,0,21.7,,18,6,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Kibra Sub County,Laini Saba Ward,sFC62axqvzl,Laini Saba Ward,KE_Ward_1386,,22.9,96,,8.8,5,6,39,91
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Marsabit County,Laisamis Sub County,Laisamis Ward,WWr7jojWGHJ,Laisamis Ward,KE_Ward_240,,11.9,23,0,5.4,2,,,21
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Naivasha Sub County,Lake View Ward,xbHueeSJ4j8,Lake View Ward,KE_Ward_838,,12.5,4,,3.3,,1,29,4
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Turkana North Sub County,Lakezone Ward,yVMtm0p4OeM,Lakezone Ward,KE_Ward_612,,22.9,79,0,8.4,3,,7,76
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Eldas Sub County,Lakoley South/Basir Ward,xgSKqiZof82,Lakoley South/Basir Ward,KE_Ward_182,,0,0,0,0,,,,
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Mbita Sub County,Lambwe Ward,vbgVuQPf9j7,Lambwe Ward,KE_Ward_1256,,31.4,60,0,16.9,1,1,48,59
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,oYFOeehTMK2,Landimawe Ward,KE_Ward_1443,,12.8,89,,189.4,9,,95,80
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Nakuru North Sub County,Lanet/Umoja Ward,uojD9lkbubw,Lanet/Umoja Ward,KE_Ward_868,,8.1,5,0,2.2,,,238,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Uasin Gishu County,Kapseret Sub County,Langas Ward,ZBnsczLPwr2,Langas Ward,KE_Ward_726,,14.8,49,,222.7,13,,54,36
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Turkana North Sub County,Lapur Ward,sKV3BVTK2cJ,Lapur Ward,KE_Ward_613,,29.1,30,0,12.9,3,,24,27
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Njoro Sub County,Lare Ward,BB9s4d9DV70,Lare Ward,KE_Ward_834,,34,49,,9.9,,,15,49
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kiambu County,Lari Sub County,Lari/Kirenga Ward,NfJb3vThwG5,Lari/Kirenga Ward,KE_Ward_610,,22.6,95,0,7.8,,,13,95
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Lelan Ward,qsljIZxApCc,Lelan Ward,KE_Ward_735,,28.9,28,0,13.9,,,9,28
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,West Pokot County,Pokot South Sub County,Lelan Ward,NfgFPylvlvN,Lelan Ward,KE_Ward_659,,27,88,,14.2,1,,101,87
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,iZNVvlnVxm6,Lelmoko/Ngechek Ward,KE_Ward_767,,15.6,62,,6.7,3,,15,59
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Koibatek Sub County,Lembus Kwen Ward,YoFhsT3n9Ln,Lembus Kwen Ward,KE_Ward_806,,21.1,12,0,5.9,,,1,12
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Koibatek Sub County,Lembus Ward,KUL5AR13rwy,Lembus Ward,KE_Ward_805,,21.9,53,0,14.5,,,17,53
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Koibatek Sub County,Lembus/Perkerra Ward,NmgTZ010rTT,Lembus/Perkerra Ward,KE_Ward_809,,11.9,5,0,3.9,,,3,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyandarua County,Ndaragwa Sub County,Leshau/Pondo Ward,Nv8G0Ki2owJ,Leshau/Pondo Ward,KE_Ward_462,,15.6,12,,6,,12,24,12
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Turkana West Sub County,Letea Ward,be0Y1B0phrY,Letea Ward,KE_Ward_619,,29.9,35,0,175,3,,3,32
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mandera County,Lafey Sub County,Libehia Ward,r9itCpitueT,Libehia Ward,KE_Ward_216,,13.6,9,0,,,,7,9
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Dadaab Sub County,Liboi Ward,OazP6bDZAb4,Liboi Ward,KE_Ward_150,,4.2,4,,1.7,,,,4
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Likoni Sub County,Likoni Ward,y9LgUAIGBj7,Likoni Ward,KE_Ward_24,,18.2,2,,40,,,8,2
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Likuyani Sub County,Likuyani Ward,tzPsC2kiU56,Likuyani Ward,KE_Ward_997,,16.8,62,0,5.5,,9,65,62
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kiambu County,Limuru Sub County,Limuru Central Ward,DwOhEdMGpB7,Limuru Central Ward,KE_Ward_602,,17.1,103,0,343.3,,,62,103
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kiambu County,Limuru Sub County,Limuru East Ward,JbltwguSYWn,Limuru East Ward,KE_Ward_604,,0.9,4,0,,1,,22,3
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Kibra Sub County,Lindi Ward,taVVtCXxo50,Lindi Ward,KE_Ward_1387,,20,8,,30.8,4,35,3,4
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Bureti Sub County,Litein Ward,rkbxH4r1ceD,Litein Ward,KE_Ward_954,,22.7,96,,6.8,1,,31,95
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Turkana South Sub County,Lobokat Ward,p8Vk2rQT2gg,Lobokat Ward,KE_Ward_635,,43.1,28,0,14.7,,,26,28
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Samburu County,Samburu Central Sub County,Lodokejek Ward,PRuQd7VjO3x,Lodokejek Ward,KE_Ward_661,,33.4,96,0,16.9,1,21,19,95
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Turkana Central Sub County,Lodwar Township Ward,v27o9CuZh11,Lodwar Township Ward,KE_Ward_627,,27.8,285,0,11.6,119,,30,166
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Marsabit County,Laisamis Sub County,Loglogo Ward,ooyM9K6FAXE,Loglogo Ward,KE_Ward_239,,36.5,27,0,45.8,2,,,25
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Loima Sub County,Loima Ward,jRyJjLWoDig,Loima Ward,KE_Ward_631,,7.5,9,0,3.1,1,,6,8
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Narok County,Narok South Sub County,Loita Ward,Xo0N7hDyvPP,Loita Ward,KE_Ward_904,,43.8,163,0,43.7,25,1,3,138
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Tiaty East Sub County,Loiyamorok Ward,A7kJTCLxqNq,Loiyamorok Ward,KE_Ward_785,,68.7,46,0,,5,4,12,41
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Marsabit County,Laisamis Sub County,Loiyangalani Ward,xjbfzSmFPMk,Loiyangalani Ward,KE_Ward_236,,2.2,5,0,0.92,,,6,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Turkana South Sub County,Lokichar Ward,Dg2JnSl7lk7,Lokichar Ward,KE_Ward_637,,26.9,129,0,10.3,,,73,129
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Turkana West Sub County,Lokichoggio Ward,U3CWX2tDcnG,Lokichoggio Ward,KE_Ward_622,,17.7,34,0,7.5,,,38,34
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Loima Sub County,Lokiriama/Lorengippi Ward,eQng6vyva8H,Lokiriama/Lorengippi Ward,KE_Ward_632,,11.1,23,0,6.6,4,,6,19
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Turkana East Sub County,Lokori/Kochodin Ward,AY46zJ3BT9H,Lokori/Kochodin Ward,KE_Ward_640,,22.6,80,0,15.4,,1,74,80
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Narok County,Transmara West Sub County,Lolgorian Ward,jhNc8UIGW4Y,Lolgorian Ward,KE_Ward_886,,33.9,217,,20.2,7,3,132,210
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,West Pokot County,Pokot Central Sub County,Lomut Ward,V9GqRwFec0l,Lomut Ward,KE_Ward_649,,27.5,106,0,15.2,,,16,106
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Kipkelion East Sub County,Londiani Ward,hnO1LFuQFvR,Londiani Ward,KE_Ward_936,,48.6,72,,18.8,,1,98,72
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Nakuru West Sub County,London Ward,LdShr7Egg6N,London Ward,KE_Ward_871,,13,186,0,3.8,,1,42,186
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Bomet East Sub County,Longisa Ward,drrGwAxlRtW,Longisa Ward,KE_Ward_978,,35,246,0,11.8,,,58,246
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Samburu County,Samburu Central Sub County,Loosuk Ward,cZkc98eBxNL,Loosuk Ward,KE_Ward_664,,105.3,140,0,103.7,30,5,38,110
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Turkana County,Turkana West Sub County,Lopur Ward,Mdegig3qDW9,Lopur Ward,KE_Ward_618,,16.2,12,0,19.4,,,2,12
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Kathiani Sub County,Lower Kaewa/Kaani Ward,uRN4WDLAPSP,Lower Kaewa/Kaani Ward,KE_Ward_393,,18,25,,8.4,,,24,25
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi East Sub County,Lower Savannah Ward,Qjd5eRv25sb,Lower Savannah Ward,KE_Ward_1422,,19.7,91,,9.6,,,1,91
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Vihiga County,Luanda Sub County,Luanda South Ward,P35Hsu3jEza,Luanda South Ward,KE_Ward_1071,,24.4,11,0,3.4,1,1,765,10
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Vihiga County,Luanda Sub County,Luanda Township Ward,ZD3ThdrdoTN,Luanda Township Ward,KE_Ward_1068,,63,85,0,9.8,,,13,85
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Ruaraka Sub County,Lucky Summer Ward,cUX8GhsuLPn,Lucky Summer Ward,KE_Ward_1404,,12.5,3,0,3.6,,,,3
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,af8ohZ5YbyQ,Lugaga-wamuluma Ward,KE_Ward_1051,,42.4,227,0,11.6,1,3,49,226
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Lugari Sub County,Lugari Ward,QDeZMYaTxpd,Lugari Ward,KE_Ward_992,,15.6,15,0,6.3,,,35,15
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Lugari Sub County,Lumakanda Ward,F2TBdrJClsv,Lumakanda Ward,KE_Ward_993,,28.9,108,0,9.6,,1,49,108
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,V3ZV8jsqN0Z,Lusheya/Lubinu Ward,KE_Ward_1024,,33.7,116,0,10.8,30,,81,86
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Sirisia Sub County,Lwandanyi Ward,nNiOxPPdyhk,Lwandanyi Ward,KE_Ward_1084,,26.5,129,0,8,7,3,135,122
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Lugari Sub County,Lwandeti Ward,nbaDAo4y7cH,Lwandeti Ward,KE_Ward_996,,21.6,44,0,7.5,,7,71,44
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,QbCSvi9H3CN,Lyaduywa/Izava Ward,KE_Ward_1055,,31.1,23,0,9.1,,,13,23
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Lagdera Sub County,Maalamin Ward,weu7m3lq9xG,Maalamin Ward,KE_Ward_143,,11.9,5,0,4.7,,,,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Mathare Sub County,Mabatini Ward,rD8Z7AgYLaS,Mabatini Ward,KE_Ward_1446,,19.8,37,,9.5,,,,37
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Migori County,Nyatike Sub County,Macalder/Kanyarwanda Ward,NGRN2o3qN2r,Macalder/Kanyarwanda Ward,KE_Ward_1285,,22,94,0,7.2,8,6,122,86
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Machakos Sub County,Machakos Central Ward,bSXsHJ4bnCw,Machakos Central Ward,KE_Ward_401,,7.3,71,0,2.8,2,185,73,69
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Trans Nzoia County,Saboti Sub County,Machewa Ward,GQFH01xLj74,Machewa Ward,KE_Ward_687,,58.1,90,0,25.6,2,16,86,88
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kwale County,Kinango Sub County,Mackinon Road Ward,wfUbX2QagwS,Mackinon Road Ward,KE_Ward_47,,32.1,174,,,,,75,174
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tana River County,Bura Sub County,Madogo Ward,yTb02ghmk0V,Madogo Ward,KE_Ward_100,,124.2,293,0,,74,1,74,219
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Naivasha Sub County,Maeilla Ward,fRDUt04TIg5,Maeilla Ward,KE_Ward_840,,43.6,142,,16,1,,58,141
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Kimilili Sub County,Maeni Ward,ZZrtQfVb4kP,Maeni Ward,KE_Ward_1113,,31.1,66,0,9.1,2,,70,64
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kajiado County,Kajiado West Sub County,Magadi Ward,bSdHZBeB5bQ,Magadi Ward,KE_Ward_928,,21,301,,28.6,20,2,88,281
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kilifi County,Magarini Sub County,Magarini Ward,uI1MltAs8p3,Magarini Ward,KE_Ward_81,,18.6,102,0,5.5,1,,150,101
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisii County,Bomachoge Borabu Sub County,Magenche Ward,DHNNNbrtKX9,Magenche Ward,KE_Ward_1314,,38,122,,9.4,8,1,76,114
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Kisauni Sub County,Magogoni Ward,dUh1anGaJK6,Magogoni Ward,KE_Ward_14,,0.9,1,,0.19,,,1,1
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyamira County,Manga Sub County,Magombo Ward,s7u7anGLs0p,Magombo Ward,KE_Ward_1349,,38.1,40,,12.4,2,,72,38
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tharaka Nithi County,Chuka Sub County,Magumoni Ward,vGpXQ5hFNmS,Magumoni Ward,KE_Ward_303,,29.7,58,,16.2,,,52,58
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyandarua County,Kinangop Sub County,Magumu Ward,BBQbdCSiXdl,Magumu Ward,KE_Ward_448,,16.4,46,,6,1,,35,45
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyeri County,Mathira East Sub County,Magutu Ward,AZOhKeOxHR7,Magutu Ward,KE_Ward_478,,8.3,5,0,2.9,,,8,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyamira County,Nyamira North Sub County,Magwagwa Ward,AAVwWFH70cF,Magwagwa Ward,KE_Ward_1360,,37.8,73,,14.3,4,35,182,69
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Lurambi Sub County,Mahiakalo Ward,OikFajghArn,Mahiakalo Ward,KE_Ward_1013,,8.7,14,0,3.1,,,19,14
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,t5i5lYBO7C5,Mahiga Ward,KE_Ward_483,,11.6,14,0,26.9,,,15,14
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Naivasha Sub County,Mai Mahiu Ward,l7oNy9qaqWe,Mai Mahiu Ward,KE_Ward_839,,15.2,76,,5.5,3,,74,73
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Marsabit County,North Horr Sub County,Maikona Ward,hratVLq4Zft,Maikona Ward,KE_Ward_229,,36.5,35,0,16.1,,,4,35
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Mvita Sub County,Majengo Ward,i1bANekmIzQ,Majengo Ward,KE_Ward_30,,9.2,28,,3.1,,,23,28
