periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,() of pregnant women adolescents (10-19 years),adolescent pregnancy,estimated post abortion,prop of monthly anc visit by preg adolescent,adolescents (10-14 years) with  pregnancy,adolescent family planning uptake 10-14 yrs,adolescent family planning uptake 15-19 yrs,adolescents (15-19 years) with  pregnancy
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Makueni County,Makueni Sub County,Kathonzweni Ward,uBWnkt16xIs,Kathonzweni Ward,KE_Ward_428,,27.6,37,,12.1,,,29,37
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Turkana County,Turkana East Sub County,Katilia Ward,NhFq5rXnO3r,Katilia Ward,KE_Ward_639,,24.8,32,0,10.7,1,,,31
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Turkana County,Turkana South Sub County,Katilu Ward,XtEn1yMSsKf,Katilu Ward,KE_Ward_634,,33.9,117,0,4.8,1,2,20,116
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kitui County,Kitui West Sub County,Kauwi Ward,T9ZjyItHbW9,Kauwi Ward,KE_Ward_347,,24.7,125,0,11,1,,127,124
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,arZgeTW65s5,Kawangware Ward,KE_Ward_1372,,8.9,73,0,3.6,69,,,4
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kilifi County,Kaloleni Sub County,Kayafungo Ward,FzfEfKdj7p6,Kayafungo Ward,KE_Ward_64,,42.5,119,0,12.8,1,,24,118
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nairobi County,Embakasi Central Sub County,Kayole Central Ward,BMzkWPbVOCH,Kayole Central Ward,KE_Ward_1417,,12.4,43,,4.5,,,17,43
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nairobi County,Embakasi Central Sub County,Kayole North Ward,ETN4UDiD5y5,Kayole North Ward,KE_Ward_1416,,21,114,,7.8,41,,126,73
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nairobi County,Embakasi Central Sub County,Kayole South Ward,UJlaR99kRxm,Kayole South Ward,KE_Ward_1418,,5.7,38,,3,,,41,38
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kericho County,Kipkelion East Sub County,Kedowa/Kimugul Ward,tqCrm5nojsI,Kedowa/Kimugul Ward,KE_Ward_937,,37.6,117,,17.6,,,14,117
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Makueni County,Kaiti Sub County,Kee Ward,hlz6Fo6Dr90,Kee Ward,KE_Ward_421,,53.1,17,0,17.3,2,,22,15
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kajiado County,Kajiado West Sub County,Keekonyokie Ward,ZwZ7vxnP9WF,Keekonyokie Ward,KE_Ward_926,,55.8,187,0,20.6,42,12,13,145
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Narok County,Narok East Sub County,Keekonyokie Ward,YpEIAl1lcFe,Keekonyokie Ward,KE_Ward_899,,46.4,65,0,16.3,1,,2,64
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kisii County,Kitutu Chache North Sub County,Kegogi Ward,O8hNbyssZJJ,Kegogi Ward,KE_Ward_1340,,45.5,35,0,16.1,,,21,35
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Trans Nzoia County,Kwanza Sub County,Keiyo Ward,HSm3Cq7ZrWd,Keiyo Ward,KE_Ward_678,,33.3,88,0,17,,2,113,88
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Bomet County,Bomet East Sub County,Kembu Ward,Va67VduPAgZ,Kembu Ward,KE_Ward_977,,42.9,90,0,18.4,,,61,90
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nandi County,Aldai Sub County,Kemeloi-maraba Ward,H2b8KHTcJqM,Kemeloi-maraba Ward,KE_Ward_757,,24.1,33,0,17.6,,6,4,33
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Homa Bay County,Karachuonyo Sub County,Kendu Bay Town Ward,bBfvGmNakj6,Kendu Bay Town Ward,KE_Ward_1236,,63.1,164,0,22.3,13,5,72,151
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kajiado County,Kajiado East Sub County,Kenyawa-poka Ward,KONREaUfSht,Kenyawa-poka Ward,KE_Ward_924,,42.8,74,,19.6,7,50,34,67
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nakuru County,Kuresoi South Sub County,Keringet Ward,ZSBD8btR2UC,Keringet Ward,KE_Ward_850,,39.1,161,0,18.3,1,,30,160
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Turkana County,Turkana Central Sub County,Kerio Delta Ward,zwhTzysKfKc,Kerio Delta Ward,KE_Ward_624,,26.3,57,0,6.1,,,6,57
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kirinyaga County,Kirinyaga Central Sub County,Kerugoya Ward,pToDCseGSVa,Kerugoya Ward,KE_Ward_514,,19.2,62,,12.4,,,14,62
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kisii County,Nyaribari Chache Sub County,Keumbu Ward,fsE425Pq6Bo,Keumbu Ward,KE_Ward_1333,,30.4,66,,12,2,,238,64
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Narok County,Transmara West Sub County,Keyian Ward,mq1FEx5vQZ4,Keyian Ward,KE_Ward_882,,52.7,78,,28.5,5,1,30,73
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Bungoma County,Kanduyi Sub County,Khalaba Ward,AqsJZWunWRF,Khalaba Ward,KE_Ward_1099,,12.1,22,0,3.7,6,,8,16
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kakamega County,Matungu Sub County,Khalaba Ward,ldYP7L1GA6f,Khalaba Ward,KE_Ward_1029,,29,47,0,9.4,,,,47
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Mandera County,Mandera East Sub County,Khalalio Ward,gVbkohpiw1f,Khalalio Ward,KE_Ward_213,,14.1,21,,3.3,,,,21
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Bungoma County,Bumula Sub County,Khasoko Ward,NuxGvo5cvb1,Khasoko Ward,KE_Ward_1091,,7.1,5,0,2.7,,,,5
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kakamega County,Matungu Sub County,Kholera Ward,U7mZiE3Hvys,Kholera Ward,KE_Ward_1028,,14.5,20,0,4.7,,,,20
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Wajir County,Wajir East Sub County,Khorof/Harar Ward,PdtTwk95oki,Khorof/Harar Ward,KE_Ward_171,,20.2,33,0,11.2,6,,4,27
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,ZHnLneFdqXj,Kiabonyoru Ward,KE_Ward_1363,,39.9,83,,17.2,2,10,141,81
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Meru County,Imenti Central Sub County,Kiagu Ward,zP5ACOAN4ty,Kiagu Ward,KE_Ward_288,,29.5,13,,9.8,,,15,13
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nairobi County,Mathare Sub County,Kiamaiko Ward,tgAB60BL0u9,Kiamaiko Ward,KE_Ward_1450,,13.4,35,,145.8,13,,,22
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nakuru County,Nakuru North Sub County,Kiamaina Ward,wgKfulEq1ZH,Kiamaina Ward,KE_Ward_867,,22.8,80,,7.2,,,128,80
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Embu County,Mbeere South Sub County,Kiambere Ward,CMHN2XMxdY9,Kiambere Ward,KE_Ward_327,,52,39,,78,19,10,33,20
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kisii County,Nyaribari Masaba Sub County,Kiamokama Ward,cpLjDOte8ze,Kiamokama Ward,KE_Ward_1330,,35.4,35,,15.8,2,,25,33
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kiambu County,Gatundu South Sub County,Kiamwangi Ward,ORuLgjaAGBo,Kiamwangi Ward,KE_Ward_551,,76.4,55,,23.6,1,,9,54
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Meru County,Tigania West Sub County,Kianjai Ward,rjPvpKtHTus,Kianjai Ward,KE_Ward_268,,109.2,201,0,33.8,,2,73,201
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kilifi County,Kilifi North Sub County,Kibarani Ward,MrSf22UB5d3,Kibarani Ward,KE_Ward_53,,107.5,72,,42.4,,,51,72
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Machakos County,Mwala Sub County,Kibauni Ward,vzUXLmjcQsv,Kibauni Ward,KE_Ward_410,,18.6,13,,6.8,,,4,13
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Bungoma County,Kimilili Sub County,Kibingei Ward,pxOm9J6SORx,Kibingei Ward,KE_Ward_1111,,43,190,0,19.6,8,,65,182
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Homa Bay County,Karachuonyo Sub County,Kibiri Ward,HUoTkec6KhI,Kibiri Ward,KE_Ward_1234,,24,30,0,7.5,1,8,35,29
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Meru County,Buuri Sub County,Kibirichia Ward,IuCkCzLOGau,Kibirichia Ward,KE_Ward_289,,26.7,20,,9.5,,,15,20
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Turkana County,Kibish Sub County,Kibish Ward,dRuMh3lozxY,Kibish Ward,KE_Ward_615,,13.7,68,0,10.9,15,2,9,53
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Meru County,Igembe South Sub County,Kiegoi/Antubochiu Ward,ozZP0r92ysp,Kiegoi/Antubochiu Ward,KE_Ward_252,,80.6,50,,31.6,,,40,50
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kiambu County,Gatundu South Sub County,Kiganjo Ward,YEjn4x9gyXR,Kiganjo Ward,KE_Ward_552,,37.4,52,,11.4,,,16,52
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Jf0JOsPw0vn,Kiganjo/Mathari Ward,KE_Ward_491,,11.1,58,,2.8,,2,9,58
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Muranga County,Kigumo Sub County,Kigumo Ward,H8uphttPusS,Kigumo Ward,KE_Ward_530,,23,28,0,9.1,1,,8,27
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kiambu County,Kiambaa Sub County,Kihara Ward,L4eA6Nld41v,Kihara Ward,KE_Ward_590,,18.1,77,,6.6,,,43,77
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nakuru County,Njoro Sub County,Kihingo Ward,rb2nGblpg8l,Kihingo Ward,KE_Ward_832,,14.3,23,0,4.9,,80,27,23
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Muranga County,Gatanga Sub County,Kihumbu-ini Ward,xaHRe14dY0G,Kihumbu-ini Ward,KE_Ward_548,,43.7,31,0,28.4,,,10,31
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kirinyaga County,Kirinyaga West Sub County,Kiine Ward,BSHD4ORT4xu,Kiine Ward,KE_Ward_510,,21.9,61,,5.9,,,41,61
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Meru County,Buuri Sub County,Kiirua/Naari Ward,SKXh3KXdbVU,Kiirua/Naari Ward,KE_Ward_283,,4.5,12,,0.79,,,23,12
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kiambu County,Lari Sub County,Kijabe Ward,oA6eNmEvCaj,Kijabe Ward,KE_Ward_607,,7.7,32,,1.4,,,14,32
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Makueni County,Kibwezi West Sub County,Kikumbulyu North Ward,EvQ0fdCX5Qi,Kikumbulyu North Ward,KE_Ward_433,,46.8,29,,19.6,,,29,29
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Makueni County,Kibwezi West Sub County,Kikumbulyu South Ward,QuGPZs62NHX,Kikumbulyu South Ward,KE_Ward_434,,25,15,,7.4,,,7,15
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kiambu County,Kikuyu Sub County,Kikuyu Ward,cbYznphRVBi,Kikuyu Ward,KE_Ward_599,,2.7,11,,0.67,1,2,56,10
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nairobi County,Dagoretti North Sub County,Kileleshwa Ward,DnVTXbCnup5,Kileleshwa Ward,KE_Ward_1374,,5.6,22,,,15,,,7
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Narok County,Transmara West Sub County,Kilgoris Central Ward,bFIJdjEp5Kl,Kilgoris Central Ward,KE_Ward_881,,49.2,64,,50,,,172,64
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nandi County,Emgwen Sub County,Kilibwoni Ward,kHfVrUAnNlI,Kilibwoni Ward,KE_Ward_773,,47.7,73,0,14.2,16,54,97,57
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,yXbOIljEz90,Kilimani Ward,KE_Ward_1371,,0.9,10,,0.41,1,,,9
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Makueni County,Kaiti Sub County,Kilungu Ward,ObrcNOdPKpV,Kilungu Ward,KE_Ward_422,,32.2,59,0,17,1,,2,58
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Mandera County,Banissa Sub County,Kilwehiri Ward,ZEJu2asfUfk,Kilwehiri Ward,KE_Ward_200,,103.1,101,,84.9,,,12,101
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Makueni County,Kilome Sub County,Kima Kiu/Kalanzoni Ward,VnerQmEfHq1,Kima Kiu/Kalanzoni Ward,KE_Ward_419,,37.2,45,0,11.7,,,43,45
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Bungoma County,Bumula Sub County,Kimaeti Ward,bMDzJFxR86n,Kimaeti Ward,KE_Ward_1093,,60,129,0,20.1,4,10,160,125
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kajiado County,Loitokitok Sub County,Kimana Ward,REkEoX4PR5g,Kimana Ward,KE_Ward_935,,37.1,119,,13.5,1,1,19,118
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,E9RhI4J0cKC,Kimilili Ward,KE_Ward_1112,,71.9,110,0,21.8,,2,62,110
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Trans Nzoia County,Kiminini Sub County,Kiminini Ward,pco0T7Zsd6V,Kiminini Ward,KE_Ward_688,,19.4,26,0,7.6,,,13,26
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Narok County,Transmara West Sub County,Kimintet Ward,BCIB2lbwUN4,Kimintet Ward,KE_Ward_885,,56.1,74,,18.3,,,64,74
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Muranga County,Muranga South Sub County,Kimorori/Wempa Ward,D8f8vrysA4J,Kimorori/Wempa Ward,KE_Ward_533,,24.8,50,0,7.6,,,38,50
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Bomet County,Konoin Sub County,Kimulot Ward,OFb6pB88hNT,Kimulot Ward,KE_Ward_987,,65.7,92,0,18.2,1,,139,91
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Uasin Gishu County,Moiben Sub County,Kimumu Ward,VUb1Te4ZsaL,Kimumu Ward,KE_Ward_718,,13.3,110,0,3.7,,,41,110
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Tana River County,Galole Sub County,Kinakomba Ward,JRAYgvhoUEp,Kinakomba Ward,KE_Ward_92,,88.7,47,0,26.1,,,31,47
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kiambu County,Lari Sub County,Kinale Ward,DnlusvsKIKj,Kinale Ward,KE_Ward_606,,25.8,16,,9.8,,,18,16
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kwale County,Kinango Sub County,Kinango Ward,PrGoCfZ06gm,Kinango Ward,KE_Ward_46,,36.3,140,,21.1,2,,107,138
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Machakos County,Athi River Sub County,Kinanie Ward,COrVDPRzUZp,Kinanie Ward,KE_Ward_395,,31.4,27,,14.2,12,24,12,15
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Busia County,Butula Sub County,Kingandole Ward,uHJ0GgTgj0p,Kingandole Ward,KE_Ward_1143,,46,87,0,18.3,2,202,128,85
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Meru County,Tigania East Sub County,Kinguchwa Ward,EzxiXXOQex6,Kinguchwa Ward,KE_Ward_273,,35.7,30,,19,,318,33,30
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Isiolo County,Garbatulla Sub County,Kinna Ward,um7zkcazal1,Kinna Ward,KE_Ward_249,,29.5,31,0,14.6,,,15,31
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,pOKIONEzUyF,Kinondo Ward,KE_Ward_33,,36.2,104,,17,15,3,92,89
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kiambu County,Kikuyu Sub County,Kinoo Ward,WoFjxj90Kle,Kinoo Ward,KE_Ward_600,,3.7,1,,2,,,12,1
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Muranga County,Kigumo Sub County,Kinyona Ward,bpbzvOdMDqN,Kinyona Ward,KE_Ward_532,,29,9,0,10.6,,,7,9
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Trans Nzoia County,Saboti Sub County,Kinyoro Ward,Qc2e6oVTp0G,Kinyoro Ward,KE_Ward_683,,25.2,57,0,13,4,,93,53
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kisii County,Nyaribari Chache Sub County,Kiogoro Ward,o25UHSbQwGY,Kiogoro Ward,KE_Ward_1334,,65.6,40,,14.8,,1,45,40
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kitui County,Mwingi West Sub County,Kiomo/Kyethani Ward,vpiZlB5cdK7,Kiomo/Kyethani Ward,KE_Ward_339,,56.7,38,0,22.2,1,,13,37
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kericho County,Ainamoi Sub County,Kipchebor Ward,H7KO7IjHYfk,Kipchebor Ward,KE_Ward_947,,17.4,104,0,4.5,1,,23,103
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kericho County,Ainamoi Sub County,Kipchimchim Ward,pI2ju7BZsfE,Kipchimchim Ward,KE_Ward_948,,30.8,4,0,6.5,,,,4
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Mombasa County,Changamwe Sub County,Kipevu Ward,Eswb97MIEP8,Kipevu Ward,KE_Ward_2,,0,0,,0,,,,
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Tana River County,Garsen Sub County,Kipini East Ward,UD0FqqyuxBJ,Kipini East Ward,KE_Ward_86,,57.1,52,0,19.8,,,7,52
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Tana River County,Garsen Sub County,Kipini West Ward,SmP2VkWU2f9,Kipini West Ward,KE_Ward_88,,86,37,0,21.5,1,,8,36
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nyandarua County,Kipipiri Sub County,Kipipiri Ward,EAMXljqgEhV,Kipipiri Ward,KE_Ward_450,,36.3,37,,12.1,,,30,37
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nandi County,Mosop Sub County,Kipkaren Ward,Dfh61wYrllH,Kipkaren Ward,KE_Ward_775,,50,21,,21.4,2,,,19
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kericho County,Kipkelion West Sub County,Kipkelion Ward,fLlw3oVxfPp,Kipkelion Ward,KE_Ward_942,,28.1,54,,13.8,,,11,54
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Uasin Gishu County,Kapseret Sub County,Kipkenyo Ward,JZrMfy0ZEjq,Kipkenyo Ward,KE_Ward_723,,25.3,44,,8.2,,,22,44
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Uasin Gishu County,Turbo Sub County,Kiplombe Ward,U9vp5b6AuGm,Kiplombe Ward,KE_Ward_711,,35.4,68,,10,1,,24,67
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Bomet County,Bomet East Sub County,Kipreres Ward,dDmN1rie0ij,Kipreres Ward,KE_Ward_979,,54,67,0,26.3,,,27,67
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Uasin Gishu County,Soy Sub County,Kipsomba Ward,tSBIbHLo6tl,Kipsomba Ward,KE_Ward_705,,26,25,,11.1,,,13,25
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Bomet County,Sotik Sub County,Kipsonoi Ward,p5Z6myFYERX,Kipsonoi Ward,KE_Ward_968,,49.6,64,0,18.1,,27,61,64
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nakuru County,Kuresoi South Sub County,Kiptagich Ward,wKz9Uw8QczF,Kiptagich Ward,KE_Ward_851,,34.9,91,0,15,1,,37,90
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nakuru County,Kuresoi North Sub County,Kiptororo Ward,ZHKOkipqYxf,Kiptororo Ward,KE_Ward_853,,63.5,277,0,26,1,2,75,276
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nandi County,Chesumei Sub County,Kiptuiya Ward,KfApxlzUoLn,Kiptuiya Ward,KE_Ward_769,,28,7,,10.6,,3,,7
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Embu County,Manyatta Sub County,Kirimari Ward,GjGpfHjSGbO,Kirimari Ward,KE_Ward_315,,17.7,106,,9.7,30,,34,76
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,xPtYtS4uaVJ,Kirimukuyu Ward,KE_Ward_481,,1.8,2,0,0.29,,,4,2
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nyandarua County,Ndaragwa Sub County,Kiritta Ward,xzY6X2bhxaT,Kiritta Ward,KE_Ward_463,,16.7,16,,4.7,,,19,16
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Muranga County,Mathioya Sub County,Kiru Ward,g28fToPCZhp,Kiru Ward,KE_Ward_520,,30.7,78,0,7.1,23,,27,55
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,gccbvaIlS0w,Kisa Central Ward,KE_Ward_1040,,10.4,21,0,3.2,,,,21
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,YROnQ32WW3W,Kisa East Ward,KE_Ward_1038,,14.1,22,0,4.5,,,,22
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kakamega County,Khwisero Sub County,Kisa North Ward,XFOc3lfOj2x,Kisa North Ward,KE_Ward_1037,,18.6,30,0,4.6,,,,30
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,S3ZBq5xn6AN,Kisa West Ward,KE_Ward_1039,,8,9,0,2.7,,,,9
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Baringo County,Mogotio Sub County,Kisanana Ward,LYDEE54oZAu,Kisanana Ward,KE_Ward_804,,25.7,54,0,10.5,,,27,54
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kitui County,Kitui Rural Sub County,Kisasi Ward,ZkMkC815uDw,Kisasi Ward,KE_Ward_350,,72,108,0,29.1,38,3,35,70
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kericho County,Bureti Sub County,Kisiara Ward,isMgPdVs6v0,Kisiara Ward,KE_Ward_950,,36.6,45,0,10.1,,,84,45
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kisii County,Nyaribari Chache Sub County,Kisii Central Ward,IO0zXx5HVO2,Kisii Central Ward,KE_Ward_1332,,11.7,45,,4,2,,30,43
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Meru County,Buuri Sub County,Kisima Ward,jhoqnpxdZY7,Kisima Ward,KE_Ward_282,,15.3,9,,5.1,,,11,9
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kisumu County,Kisumu West Sub County,Kisumu North Ward,SPH4pigpmjD,Kisumu North Ward,KE_Ward_1193,,49.1,55,0,16.3,1,4,129,54
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kajiado County,Kajiado East Sub County,Kitengela Ward,L6v0cndEtYB,Kitengela Ward,KE_Ward_922,,9.3,52,,2.3,,,5,52
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Makueni County,Mbooni Sub County,Kiteta-kisau Ward,Y9QRNvbj4ig,Kiteta-kisau Ward,KE_Ward_414,,31.3,67,0,10.1,,,65,67
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Machakos County,Yatta Sub County,Kithimani Ward,LELK9LZb2qR,Kithimani Ward,KE_Ward_378,,44.2,34,0,19.9,,,20,34
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Embu County,Manyatta Sub County,Kithimu Ward,lMTHF7AFCSP,Kithimu Ward,KE_Ward_312,,40.9,27,,14.4,,,7,27
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Makueni County,Mbooni Sub County,Kithungo/Kitundu Ward,kbwrNLg8qn9,Kithungo/Kitundu Ward,KE_Ward_413,,44.8,43,0,19.6,,17,37,43
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Makueni County,Makueni Sub County,Kitise/Kithuki Ward,Jcz6ykVTJxT,Kitise/Kithuki Ward,KE_Ward_427,,32.3,50,,12.7,2,,16,48
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nairobi County,Westlands Sub County,Kitisuru Ward,TpTOC5VcUGe,Kitisuru Ward,KE_Ward_1366,,11.1,5,,8.1,,,6,5
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,E731mef9qpf,Kitutu Central Ward,KE_Ward_1344,,26.1,218,,8.6,2,,278,216
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Lamu County,Lamu East Sub County,Kiunga Ward,fmWYhwoFxe8,Kiunga Ward,KE_Ward_102,,55.6,15,,13.8,,,16,15
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kiambu County,Ruiru Sub County,Kiuu Ward,PN1D8Nm8ufZ,Kiuu Ward,KE_Ward_574,,25.3,192,,7.4,2,16,13,190
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Z1lLfOZ4sab,Kivaa Ward,KE_Ward_371,,33,94,,24.9,,26,105,94
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Kitui County,Mwingi Central Sub County,Kivou Ward,Xl4sI0chC8S,Kivou Ward,KE_Ward_341,,18.8,28,0,7,,,21,28
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nakuru County,Nakuru East Sub County,Kivumbuni Ward,OFGHDVtVGOl,Kivumbuni Ward,KE_Ward_877,,0,0,0,0,,,,
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,West Pokot County,Pokot North Sub County,Kiwawa Ward,Yvjwozdmf1M,Kiwawa Ward,KE_Ward_655,,60.5,26,,19.1,,,1,26
2017Q2,Apr to Jun 2017,2017Q2,,Kenya,Nandi County,Aldai Sub County,Kobujoi Ward,YxP90gGjD63,Kobujoi Ward,KE_Ward_758,,40.9,54,0,234.8,,,15,54
